SKILL_ID,SKILL_NAME,SKILL_SHORT_NAME,SKILL_AREA_NAME,CONTENT_AREA_NAME,CONTENT_AREA_SHORT_NAME,PEDAGOGICAL_LIMITS,DOK_LEVEL,IS_EN_US_FOCUS_SKILL,IS_G3_READING_PROFICIENCY_SKILL,IS_G4_PROFICIENCY_SKILL,IS_KINDERGARTEN_READINESS_SKILL,HAS_CBM_MEASURE,IS_ALGEBRA_READINESS_SKILL,GRADE_LEVEL_DEFAULT_ID,GRADE_LEVEL_NAME,GRADE_LEVEL_SHORT_NAME,GRADE_LEVEL_DEFAULT_ORDER,USP_SECTION_CODE,USP_SECTION_NAME,USP_SECTION_DEFAULT_ORDER,SKILL_AREA_ID,CONTENT_AREA_ID,USP_SECTION_ID,SKILL_STATUS,USP_SKILL_STATUS,REPLACES_SKILL_ID,SKILL_CREATION_RATIONALE,SKILL_NOTES,DEV_NOTE,LAST_CHANGE_TYPE,LAST_CHANGE_BATCH
fdf1dd11-fd25-493b-bc82-45a51bad82e8,Write all lowercase letters of the English alphabet,Write lowercase English letters,Alphabetic Knowledge,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_K,Kindergarten,K,0,,,,36c2b6a5-a69f-e311-9503-005056801da1,1,,Released,Unknown,,,,Delivery 12 Release - skills beyond LPs,update,RSLCHANGE_ELA_20250814_01_01_RELEASE
a40ff61e-e69f-e311-9503-005056801da1,"Know the order of the alphabet (e.g., identify letters that come before or after another letter; sing the alphabet song)",Know the order of the alphabet,Alphabetic Knowledge,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_K,Kindergarten,K,0,K,Kindergarten,2,36c2b6a5-a69f-e311-9503-005056801da1,1,4b314c9c-a69f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
0b5e137e-bc6e-48a0-8c23-662a412103f2,Name some of the letters of the alphabet and recognize their lower- and uppercase forms,Name letters and recognize lower / uppercase forms,Alphabetic Knowledge,English Language Arts,ELA,,,true,false,false,false,true,false,GRADE_PREK,Pre-K,PK,-1,PK,Pre-Kindergarten,1,36c2b6a5-a69f-e311-9503-005056801da1,1,4a314c9c-a69f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
37ad4a3c-4dfc-4934-9b72-a389f0afb69c,Recognize all the letters of the alphabet in random order,Recognize the letters of the alphabet out of order,Alphabetic Knowledge,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_PREK,Pre-K,PK,-1,PK,Pre-Kindergarten,1,36c2b6a5-a69f-e311-9503-005056801da1,1,4a314c9c-a69f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
5b314c9c-a69f-e311-9503-005056801da1,"Distinguish between the shapes of different letters (e.g., pick the letter that is different in <i>S</i>, <i>S</i>, <i>C</i>; pick the letter that is different in <i>E</i>, <i>f</i>, <i>f</i>)",Differentiate the shapes of different letters,Alphabetic Knowledge,English Language Arts,ELA,,,true,false,false,false,true,false,GRADE_PREK,Pre-K,PK,-1,PK,Pre-Kindergarten,1,36c2b6a5-a69f-e311-9503-005056801da1,1,4a314c9c-a69f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
a20ff61e-e69f-e311-9503-005056801da1,"Name all the letters of the alphabet and recognize their lower- and uppercase forms (e.g., pick another way to write the letter <i>G</i> from <i>q</i>, <i>g</i>, <i>j</i>)",Recognize upper- and lowercase letters,Alphabetic Knowledge,English Language Arts,ELA,,,true,true,false,true,true,false,GRADE_K,Kindergarten,K,0,K,Kindergarten,2,36c2b6a5-a69f-e311-9503-005056801da1,1,4b314c9c-a69f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
a3a27cf7-5dd4-4a17-9911-6c5a40093139,"With support, begin to write letters of the alphabet including some upper- and lowercase letters (e.g., write most of the letters in one's own name)","With support, write upper- / lowercase letters",Alphabetic Knowledge,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_PREK,Pre-K,PK,-1,PK,Pre-Kindergarten,1,36c2b6a5-a69f-e311-9503-005056801da1,1,4a314c9c-a69f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
a10ff61e-e69f-e311-9503-005056801da1,"Name, rapidly and automatically, the letters of the alphabet",Name letters of alphabet automatically,Alphabetic Knowledge,English Language Arts,ELA,,,true,false,false,false,true,false,GRADE_K,Kindergarten,K,0,K,Kindergarten,2,36c2b6a5-a69f-e311-9503-005056801da1,1,4b314c9c-a69f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
06407ce2-f6dd-466e-a36a-19042d2cb56c,"Critique the similarities and differences in style, purpose, and organization of different genres of literary texts","Compare style, purpose, structure of literature",Analysis and Comparison,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_12,Grade 12,12,12,12,Grade 12,14,c46d5228-e69f-e311-9503-005056801da1,1,57314c9c-a69f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
d9324c9c-a69f-e311-9503-005056801da1,Connect literary works to historical documents or other works to show their influence on one another,Connect literary works to historical documents,Analysis and Comparison,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_10,Grade 10,10,10,10,Grade 10,12,c46d5228-e69f-e311-9503-005056801da1,1,55314c9c-a69f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
ef11f61e-e69f-e311-9503-005056801da1,"Explain similarities and differences (e.g., purpose, organization, main ideas, viewpoint) between informational texts on the same topic",Compare informational texts on same topic,Analysis and Comparison,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_6,Grade 6,6,6,6,Grade 6,8,c46d5228-e69f-e311-9503-005056801da1,1,e8a4670b-a39f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
a44b116b-fafe-4a81-b873-fbecc1b2c138,Compare and contrast arguments on the same topic by two authors with different perspectives to evaluate the relevance and sufficiency of their evidence and the validity of their reasoning,Compare and evaluate arguments on the same topic,Analysis and Comparison,English Language Arts,ELA,"Related AnCo09IKn1 Compare and contrast how two significant nonfiction works address similar themes and concepts (e.g., the Declaration of Independence and the Virginia Declaration of Rights) prereq: Arg08IKn6 Delineate and evaluate the argument and specific claims in a text and determine whether the reasoning is sound and the evidence is relevant and sufficient",,false,false,false,false,false,false,GRADE_9,Grade 9,9,9,,,,c46d5228-e69f-e311-9503-005056801da1,1,,Released,Unknown,,needed for CPR for MN. Standard is looking for something specific that we haven't called out in existing skills.,,Delivery 12 Release - skills beyond LPs,update,RSLCHANGE_ELA_20250814_01_01_RELEASE
e411f61e-e69f-e311-9503-005056801da1,Integrate information from two nonfiction texts on the same topic into a broader understanding in order to write or speak knowledgeably about the topic,Integrate information from texts on a topic,Analysis and Comparison,English Language Arts,ELA,,,true,false,false,false,false,false,GRADE_4,Grade 4,4,4,4,Grade 4,6,c46d5228-e69f-e311-9503-005056801da1,1,e6a4670b-a39f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
70811581-ee22-4221-85ef-ce5233d9f277,"Analyze the progression of an idea or concept over time in works of historical and literary significance (e.g., the meaning of virtue in different periods of literature)",Analyze the progression of an idea over time,Analysis and Comparison,English Language Arts,ELA,"Related: Main11Info1 Analyze how similar central ideas develop across informational texts from various time periods, places, and/or cultures, including speeches and essays",,false,false,false,false,false,false,GRADE_11,Grade 11,11,11,,,,c46d5228-e69f-e311-9503-005056801da1,1,,Released,Unknown,,Needed for CPR for MN; Needed Lit skills that address the evolution of an idea in texts across time--none existed,,Delivery 12 Release - skills beyond LPs,update,RSLCHANGE_ELA_20250814_01_01_RELEASE
b45c6403-2db5-4fdf-a654-b00b9b2b6fb7,"Synthesize and make connections between ideas in a text and between multiple texts of various genres, providing textual evidence to support analysis",Make connections between ideas / texts,Analysis and Comparison,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_6,Grade 6,6,6,6,Grade 6,8,c46d5228-e69f-e311-9503-005056801da1,1,e8a4670b-a39f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
d1cceefa-b1f9-4655-8775-a0144fc13fdd,"Compare and contrast elements of poems (e.g., stanzas, verses, rhyme, images)",Compare and contrast elements of poems,Analysis and Comparison,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_3,Grade 3,3,3,3,Grade 3,5,c46d5228-e69f-e311-9503-005056801da1,1,e5a4670b-a39f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
65868ab8-e28c-4363-bc4e-0eef8fa8b408,"Compare and contrast how two or more literary texts from the same period treat similar themes or topics (e.g., <i>La Voragine</i> by José Eustasio Rivera and <i>Doña Bárbara</i> by Rómulo Gallegos)",Compare how same period texts treat a topic,Analysis and Comparison,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_12,Grade 12,12,12,12,Grade 12,14,c46d5228-e69f-e311-9503-005056801da1,1,57314c9c-a69f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
ce10f61e-e69f-e311-9503-005056801da1,"Compare and contrast how texts in different forms or genres deal with similar themes or topics (e.g., explain the difference in approaches taken by a fantasy novel and a realistic novel that deal with similar themes)",Compare different genre texts with similar theme,Analysis and Comparison,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_6,Grade 6,6,6,6,Grade 6,8,c46d5228-e69f-e311-9503-005056801da1,1,e8a4670b-a39f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
9311f61e-e69f-e311-9503-005056801da1,Determine when authors have different opinions or viewpoints about a topic and describe events differently,Determine when authors have different opinions,Analysis and Comparison,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_5,Grade 5,5,5,5,Grade 5,7,c46d5228-e69f-e311-9503-005056801da1,1,e7a4670b-a39f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
d1baa244-28e9-4866-9c07-c3b3c8d4bd9d,Analyze multiple interpretations of literary texts by authors who represent diverse world cultures,Analyze interpretations of literary texts,Analysis and Comparison,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_11,Grade 11,11,11,11,Grade 11,13,c46d5228-e69f-e311-9503-005056801da1,1,56314c9c-a69f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
987399e7-05e1-4703-adc3-58773713ad45,"Compare and contrast the ideas or themes in literary texts to the cultural, political, intellectual, and social influences of their time, and analyze how social factors of the historical period affect works of fiction",Analyze social factors' effect on literary texts,Analysis and Comparison,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_11,Grade 11,11,11,11,Grade 11,13,c46d5228-e69f-e311-9503-005056801da1,1,56314c9c-a69f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
33ab12ec-0d2b-4290-ade3-bad5b8e0ac14,"Analyze and compare, with increasing sophistication, informational texts on topics related to diverse cultures and viewpoints",Analyze text related to many cultures / viewpoints,Analysis and Comparison,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_11,Grade 11,11,11,11,Grade 11,13,c46d5228-e69f-e311-9503-005056801da1,1,56314c9c-a69f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,update,RSLCHANGE_ELA_20250127_02_01
43dbe256-160c-43bb-ab76-96f213687f1a,Recognize the contributions of different cultures to the development of American literature,Recognize cultures' influence on literature,Analysis and Comparison,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_11,Grade 11,11,11,11,Grade 11,13,c46d5228-e69f-e311-9503-005056801da1,1,56314c9c-a69f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
f0fdea00-0d8a-4ccc-b1f5-71e8476cdb00,Compare informational texts that present conflicting information or opposing views to analyze and evaluate their interpretations and identify where they disagree on facts,Compare texts with opposing views / information,Analysis and Comparison,English Language Arts,ELA,"We have these skills in the USP: Prereqs: Arg10Info5-Analyze multiple arguments on the same topic, recognizing and explaining shifts in perspective Evi10IKey1-Analyze complex or conflicting information and textual details in order to arrive at conclusions about the meaning and significance of an informational text and new skill is prereq to: AnCo12Info1-Recognize and describe instances of authors writing about the same issue reaching different conclusions because of differences in assumptions, evidence, reasoning, and viewpoints. This is a gap in grade 11.",,false,false,false,false,false,false,GRADE_11,Grade 11,11,11,,,,c46d5228-e69f-e311-9503-005056801da1,1,,Released,Unknown,,Needed for CPR for GA . This skill fills a gap at G11,,Delivery 12 Release - skills beyond LPs,update,RSLCHANGE_ELA_20250814_01_01_RELEASE
df11f61e-e69f-e311-9503-005056801da1,Compare and contrast the most important points and key details presented in informational texts on the same topic,Compare key details in texts on the same topic,Analysis and Comparison,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_3,Grade 3,3,3,3,Grade 3,5,c46d5228-e69f-e311-9503-005056801da1,1,e5a4670b-a39f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
ff334c9c-a69f-e311-9503-005056801da1,"Compare how different media (magazine, documentary, Internet, TV news) handle the same story",Compare how different media handle same story,Analysis and Comparison,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_9,Grade 9,9,9,9,Grade 9,11,c46d5228-e69f-e311-9503-005056801da1,1,54314c9c-a69f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
c210f61e-e69f-e311-9503-005056801da1,"Compare and contrast two or more versions of the same or similar stories such as those by different authors or from different cultures (e.g., describe the similarities and differences between the French story ""The Sleeping Beauty"" by Charles Perrault and the German story ""Little Briar Rose"" by the Brothers Grimm)",Compare different versions of similar stories,Analysis and Comparison,English Language Arts,ELA,,,true,false,false,false,false,false,GRADE_2,Grade 2,2,2,2,Grade 2,4,c46d5228-e69f-e311-9503-005056801da1,1,e4a4670b-a39f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
9a22ab44-75c3-4420-bf5f-c83cbb0b4495,"Synthesize and make logical connections between ideas within a text and across two or three texts representing similar or different genres, and support those findings with textual evidence",Support connections between ideas with evidence,Analysis and Comparison,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_7,Grade 7,7,7,7,Grade 7,9,c46d5228-e69f-e311-9503-005056801da1,1,e9a4670b-a39f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
f7bbb5ff-9b01-4827-b20a-1ce9e3eda5e1,"Analyze documents with historical and literary significance from the seventeenth, eighteenth, and nineteenth centuries (including the declarations of independence of Latin American countries, the <i>Response to Sor Filotea de la Cruz</i> by Sor Juana Inés de la Cruz, and <i>Las silvas americanas</i> by Andrés Bello), for their themes, purposes, and rhetorical devices","Analyze documents with historical and literary significance from the 17th, 18th, and 19th centuries",Analysis and Comparison,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_11,Grade 11,11,11,11,Grades 11-12,13,c46d5228-e69f-e311-9503-005056801da1,1,c4e7a7ad-a4f1-e311-b64a-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
9a47e2ab-7ae3-4660-aab7-9f7402eac729,Compare and contrast ideas and themes presented in literary and informational texts on the same topics,Compare ideas and themes in texts of same topic,Analysis and Comparison,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_4,Grade 4,4,4,4,Grade 4,6,c46d5228-e69f-e311-9503-005056801da1,1,e6a4670b-a39f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
1068becb-8a87-4632-8490-ad1cf2141bc9,Synthesize and make connections between ideas and details in several texts with differing viewpoints on the same topic,Synthesize ideas in texts with differing views,Analysis and Comparison,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_9,Grade 9,9,9,9,Grade 9,11,c46d5228-e69f-e311-9503-005056801da1,1,54314c9c-a69f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
6587df4e-6df0-447e-adbd-49902cf88928,Compare and contrast how authors use literary and sound devices to convey messages and elicit emotional responses,Compare authors' use of literary / sound devices,Analysis and Comparison,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_9,Grade 9,9,9,9,Grade 9,11,c46d5228-e69f-e311-9503-005056801da1,1,54314c9c-a69f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
0f12f61e-e69f-e311-9503-005056801da1,"Analyze and compare nonfiction texts of various genres (e.g., speeches, editorials, essays) for their use of rhetorical devices such as irony and metaphor",Compare arguments for use of rhetorical devices,Analysis and Comparison,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_10,Grade 10,10,10,10,Grade 10,12,c46d5228-e69f-e311-9503-005056801da1,1,55314c9c-a69f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
f0267ee4-066b-4dc8-8883-ecca1a2d78c9,"Compare two or more literary and nonfiction texts on the same topic or with similar themes, including how they approach ideas and how they are organized",Compare literary and nonfiction texts,Analysis and Comparison,English Language Arts,ELA,"Similar skill to consider: Compare and contrast how texts in different forms or genres deal with similar themes or topics (e.g., explain the difference in approaches taken by a fantasy novel and a realistic novel that deal with similar themes) (Flag to improve this note)",,false,false,false,false,false,false,GRADE_6,Grade 6,6,6,,,,c46d5228-e69f-e311-9503-005056801da1,1,,Released,Unknown,,needed for CPR for VA,,Delivery 12 Release - skills beyond LPs,update,RSLCHANGE_ELA_20250814_01_01_RELEASE
87eeb392-2abd-43b8-8057-0236da20638c,"Compare and contrast myths and traditional literature in different cultures (e.g., ideas of afterlife, roles and characteristics of deities, purposes of myths)",Compare myths in different cultures,Analysis and Comparison,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_8,Grade 8,8,8,8,Grade 8,10,c46d5228-e69f-e311-9503-005056801da1,1,eaa4670b-a39f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
0b0b2b7c-22da-4ab2-a46a-6aa3e2e1d396,"Compare the effects of literary and sound devices (e.g., how they impact meaning or elicit an emotional response) in and across texts",Compare effects of literary and sound devices,Analysis and Comparison,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_10,Grade 10,10,10,10,Grade 10,12,c46d5228-e69f-e311-9503-005056801da1,1,55314c9c-a69f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
163ec225-3800-e411-9e54-005056801da1,"Compare, in detail, themes and main ideas across literary texts",Compare themes / main ideas across literature,Analysis and Comparison,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_7,Grade 7,7,7,7,Grade 7,9,c46d5228-e69f-e311-9503-005056801da1,1,e9a4670b-a39f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
b9d8c2ae-2a29-4e53-b288-3c030d744026,"Analyze the development of universal themes (e.g., coming of age, relationship with nature) in literature from different eras (e.g., stories, poems, literary nonfiction) and how contemporary works draw on themes, patterns, and archetypes from mythology and other influential works of the past",Analyze universal themes and archetypes,Analysis and Comparison,English Language Arts,ELA,"There are similar skills to also read carefully and consider: Analyze how themes develop and how multiple themes interact;  Compare and contrast the ideas or themes in literary texts to the cultural, political, intellectual, and social influences of their time, and analyze how social factors of the historical period affect works of fiction (Flag to improve this note)",,false,false,false,false,false,false,GRADE_11,Grade 11,11,11,,,,c46d5228-e69f-e311-9503-005056801da1,1,,Released,Unknown,,needed for CPR for VA,,Delivery 12 Release - skills beyond LPs,update,RSLCHANGE_ELA_20250814_01_01_RELEASE
a5324c9c-a69f-e311-9503-005056801da1,Make and explain the connections between the literary elements of works from the same time period in order to understand their commonality,Connect elements of text from same time period,Analysis and Comparison,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_7,Grade 7,7,7,7,Grade 7,9,c46d5228-e69f-e311-9503-005056801da1,1,e9a4670b-a39f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
fe324c9c-a69f-e311-9503-005056801da1,"Connect literary works to other works and to events or ideas of their time (e.g., in ""Siddhartha,"" Herman Hesse is writing about an influential figure from 500 BCE, but his work is more influenced by the existential ideas of his own time)",Connect works to events / ideas of their time,Analysis and Comparison,English Language Arts,ELA,,,false,false,false,false,false,false,GRADE_12,Grade 12,12,12,12,Grade 12,14,c46d5228-e69f-e311-9503-005056801da1,1,57314c9c-a69f-e311-9503-005056801da1,Released,Ready,,,,Inherited as-is. Not yet reviewed for meeting ROCK requirements.,initial,RSLBASE_20240701
